Name,Type,Lat,Lon
Biserica Ortodoxă,lacase_cult,47.2187468,24.0881707
Biserica Ungurească,lacase_cult,47.2184225,24.088466
Biserica,lacase_cult,47.2510276,24.126108
Biserica Ciceu-Poieni,lacase_cult,47.2993839,24.0877659
Biserica Ortodoxă Dobricel,lacase_cult,47.2968611,24.111879
Biserica Sfinții Arhangheli Mihail și Gavril,lacase_cult,47.2962079,24.1132897
Biserica Căianu Mic,lacase_cult,47.2359325,24.1539035
Biserica Căianu Mare,lacase_cult,47.2290966,24.1610255
Biserica Curături,lacase_cult,47.0274329,27.5676638
Biserica Catolică,lacase_cult,47.2956533,24.1547482
Biserica Ortodoxă,lacase_cult,47.2928511,24.1541372
Biserica,lacase_cult,47.2990199,24.162889
biserica,lacase_cult,43.8097602,25.16581
Biserica de Lemn,lacase_cult,47.293022,24.2068664
Biserica Ortodoxa,lacase_cult,47.2921161,24.2076496
Biserica Sita,lacase_cult,47.3157462,24.1811844
Biserica Adventistă,lacase_cult,43.8100679,25.1623338
Biserica Baptistă,lacase_cult,43.809344,25.1619422
Biserica,lacase_cult,47.3497002,24.1294792
Biserica Borleasa,lacase_cult,47.3459745,24.1755011
Biserica Greco-Catolică Desești,lacase_cult,47.7728724,23.8586181
Biserica Nouă,lacase_cult,47.782994,23.9714421
Biserica Veche,lacase_cult,47.7844608,23.9650998
Biserica Veche,lacase_cult,47.7999989,23.9044581
Biserica,lacase_cult,47.8168728,23.9696982
Biserica Coldău,lacase_cult,47.1801111,24.1328508
Biserica ungurească,lacase_cult,47.1808567,24.1316294
Biserica Ungurească,lacase_cult,47.1423926,24.0597285
Biserica Baptistă Română,lacase_cult,47.1423763,24.0619599
Biserica,lacase_cult,44.4047322,26.0952113
Biserica Ortodoxă nouă Măluț,lacase_cult,47.169091,24.1023706
Biserica Ortodoxă veche Măluț,lacase_cult,47.1692351,24.1022953
Biserica Rusu de Jos,lacase_cult,47.1440095,24.1706055
Biserica Chețiu,lacase_cult,47.032916,24.1994072
Biserica Reformată,lacase_cult,47.1795511,24.1772306
Biserica Bunavestire,lacase_cult,47.1795055,24.1739963
Mănăstirea Paltin,lacase_cult,47.1640363,25.9762539
Biserica Sf Arhangheli,lacase_cult,47.1822772,24.1842633
Biserica Rusu de Sus,lacase_cult,47.1212873,24.1777785
Biserica Malin,lacase_cult,47.1163362,24.1397178
Biserica Reformată Maghiară,lacase_cult,47.1204848,24.133734
Biserica,lacase_cult,47.1013264,24.2018023
Biserica Reformată,lacase_cult,47.1004794,24.2001016
Biserica Sfântul Ilie,lacase_cult,47.0975615,24.1986049
Biserica Catolică,lacase_cult,47.0991062,24.2015312
Biserica Beudiu,lacase_cult,47.0648471,24.1679536
Biserica Ortodoxă Bozieș,lacase_cult,47.032676,24.1891959
Biserica Calvinistă Bozieș,lacase_cult,47.0325846,24.1907357
Biserica,lacase_cult,47.0323709,24.1841189
Biserica Ortodoxă,lacase_cult,47.1714913,23.9440987
Biserica Reformată,lacase_cult,47.1677924,23.919404
Biserica Ortodoxă,lacase_cult,47.1699807,23.920678
Biserica Sf Treime,lacase_cult,47.146848,23.9261787
Biserica Sf Apostoli,lacase_cult,47.1471508,23.9268357
Biserica Greco Catolică,lacase_cult,47.1694123,23.9143722
Biserica Sf Arhangheli,lacase_cult,47.151614,23.949442
Biserica ungurească,lacase_cult,47.1574543,23.9903539
Biserica Sf Nicolae,lacase_cult,47.1551037,23.9968629
Biserica Livada,lacase_cult,47.0020258,23.8472016
Biserica Înălțarea Sfintei Cruci,lacase_cult,47.0579116,23.8722155
Biserica Sfântul Gheorghe,lacase_cult,47.0592596,23.9053061
Biserica Ortodoxă Iclozel,lacase_cult,46.9716196,23.8231741
Biserica de lemn Iclod,lacase_cult,46.9797853,23.8084063
Biserica Reformată Iclozel,lacase_cult,46.9725384,23.8212482
Biserica Ortodoxă Iclod,lacase_cult,46.9824279,23.8078482
Biserica Sfântul Ioan Botezătorul,lacase_cult,47.0762902,23.8680746
Biserica Intrarea în Biserică a Maicii Domnului,lacase_cult,46.9553011,23.7791041
Biserica Sfântul Nicolae,lacase_cult,46.9360293,23.7523023
Reformed Church,lacase_cult,47.1528738,21.9211071
Catholic Church,lacase_cult,47.1528045,21.920214
Orthodox Church,lacase_cult,47.1518614,21.9191491
Biserica Sânbenedic,lacase_cult,46.3144806,24.0431893
Biserica Armeni,lacase_cult,45.9636212,23.9746067
Biserica Greco-Catolică Română Tăuni,lacase_cult,46.1498306,24.1296362
biserica de lemn fărău,lacase_cult,46.3383107,24.004986
biserica,lacase_cult,44.9889878,24.5047513
Biserica,lacase_cult,45.0478941,24.189621
Biserica Aeroport,lacase_cult,44.3053157,23.9114897
Biserica Gothatea,lacase_cult,45.9441568,22.6127864
Biserica de lemn Gothatea,lacase_cult,45.9434792,22.6123196
Biserica Sf Apostoli Petru și Pavel,lacase_cult,45.8661197,23.2956562
Biserica Buna Vestire,lacase_cult,45.86123,23.2988209
Biserica Ortodoxă,lacase_cult,45.8431813,23.2707062
Biserica Luterană,lacase_cult,45.8492872,23.2765102
Biserica Greco Catolică,lacase_cult,45.8438447,23.2734231
Biserica Sfânta Varvara,lacase_cult,45.8034946,23.3106203
Biserica Câmpuri-Surduc,lacase_cult,45.939241,22.5517912
Biserica Ohaba,lacase_cult,45.8872614,22.4461278
Biserica Sf Arhangheli,lacase_cult,46.9670107,23.7148318
Biserica Reformată Maghiară,lacase_cult,46.9707976,23.6734303
Biserica Ortodoxă Română,lacase_cult,46.9722013,23.6725641
Biserica Sf Arhangheli,lacase_cult,47.0035127,23.6431965
Biserica Sf Mihail și Gavril,lacase_cult,47.0513706,23.6237512
Biserica Greco-Catolică,lacase_cult,47.0535851,23.6278656
Biserica,lacase_cult,47.0681442,23.6260313
Biserica,lacase_cult,47.0811443,22.2132711
Biserica,lacase_cult,47.0760992,22.356931
Biserica,lacase_cult,47.0780227,22.3578965
Biserica Ortodoxă Păniceni,lacase_cult,46.8086947,23.1866542
Biserica de lemn Păniceni,lacase_cult,46.8086058,23.1902099
Biserica Ortodoxă,lacase_cult,46.8258482,23.214929
Biserica Reformată,lacase_cult,46.8257049,23.2171496
Biserica Reformată,lacase_cult,46.9687825,23.6347651
Biserica Sf Arhangheli,lacase_cult,46.970558,23.6361009
Biserica Ortodoxă (fostă greco-catolică),lacase_cult,45.9924862,23.4814233
Biserica Ortodoxă,lacase_cult,45.9928216,23.4809031
Biserica Mihăiești,lacase_cult,45.8772995,22.5612988
Biserica Buna Vestire,lacase_cult,45.8698968,22.5542339
Biserica Teiu,lacase_cult,45.8922477,22.5034565
Biserica Fintoag,lacase_cult,45.9120032,22.4375853
Biserica Cosești,lacase_cult,45.8947663,22.4161949
Biserica,lacase_cult,45.8911932,22.3893592
Biserica de lemn din Lăpugiu de Jos,lacase_cult,45.8835089,22.4802187
Biserica de lemn din Homojdia,lacase_cult,45.8560233,22.3587387
Biserica,lacase_cult,45.8538882,22.3123286
Biserica Ortodoxă Margina,lacase_cult,45.8626385,22.2753871
Biserica Sfântul Nicolae,lacase_cult,45.9821259,23.4877098
Biserica ortodoxă Făget,lacase_cult,45.8584161,22.1725962
Biserica Begheiu Mic,lacase_cult,45.8346727,22.1482762
Biserica ortodoxă Dumbrava,lacase_cult,45.8265701,22.1165112
Biserica Satului Traian Vuia,lacase_cult,45.7997795,22.0674085
Biserica,lacase_cult,45.7829195,21.6798528
Biserica,lacase_cult,45.7694816,21.6787182
Biserica,lacase_cult,45.7704809,21.6880976
Biserica,lacase_cult,45.7672517,21.6645486
Biserica Ortodoxă Zam,lacase_cult,46.0072104,22.4442899
Biserica Ortodoxă Sfântul Gheorghe din Petriș (1883),lacase_cult,46.0398512,22.3926465
Biserica Ortodoxă din Seliște (1940),lacase_cult,46.0309067,22.3888277
Biserica Ortodoxă din Ilteu (1924),lacase_cult,46.0167004,22.3579745
Biserica Ortodoxă Toc,lacase_cult,46.0143439,22.316569
Biserica,lacase_cult,44.816163,21.8619924
Biserica,lacase_cult,44.7494903,21.7900111
Biserica Ortodoxă Săvârșin,lacase_cult,46.0137875,22.2308582
Biserica,lacase_cult,44.7570709,21.7950078
Biserica,lacase_cult,46.3851362,21.3109262
Biserica Ortodoxă cu hramul Întâmpinarea Domnului din Vărădia de Mureș (1815),lacase_cult,46.0025621,22.1621117
Biserica,lacase_cult,44.7577353,21.7932572
Biserica Ortodoxă Julița (1935),lacase_cult,46.0391012,22.1344896
Biserica de Lemn din Julița,lacase_cult,46.0392799,22.1345032
Biserica Ortodoxă din Nicolae Bălcescu (1893),lacase_cult,46.0333482,22.09394
Biserica Ortodoxă din Bătuța (1884),lacase_cult,46.04882,22.0579741
Biserica Ortodoxă din Căpruța (1922),lacase_cult,46.0889743,22.0252329
Biserica Ortodoxă Adormirea Maicii Domnului din Bârzava (1890),lacase_cult,46.1064497,21.9932203
Biserica Greco-Catolică Sfinții Apostoli Petru și Pavel din Bârzava (cca 1948),lacase_cult,46.1055644,21.9930837
Biserica Ortodoxă Sfântul Gheorghe,lacase_cult,46.1047033,21.8809249
Biserica Sf Dimitrie,lacase_cult,46.1053769,21.8008631
Biserica Luterană,lacase_cult,45.9280413,24.9295783
Biserica Ortodoxă Radna,lacase_cult,46.0927345,21.683401
Biserica Românească din Barațca,lacase_cult,46.1072236,21.6326629
Biserica Ortodoxă Păuliș,lacase_cult,46.1157898,21.5935506
Biserica Greco-Catolică,lacase_cult,46.108087,20.8439776
Biserica Ortodoxă,lacase_cult,46.1091765,20.8404749
Biserică Ortodoxă Sf Treime,lacase_cult,45.4463013,23.381964
Orthodox Church,lacase_cult,45.443,23.3766821
Catholic Church,lacase_cult,45.4428194,23.3747241
Biserica Sfinții Martiri Brâncoveni,lacase_cult,45.4268722,28.0121835
biserică,lacase_cult,47.2718895,27.6686698
Biserica,lacase_cult,47.2886521,27.6763856
Biserica Veche,lacase_cult,47.293423,27.6664464
Biserica de lemn din Povârgina,lacase_cult,45.8864384,22.1387039
Biserica Veche Bichigi,lacase_cult,45.8573984,22.1384865
Biserica,lacase_cult,45.8855348,22.1350077
Biserica Nouă Bichigi,lacase_cult,45.856584,22.1395944
Biserica Ortodoxă,lacase_cult,45.5522514,22.9100004
Biserica,lacase_cult,45.9124291,22.0992565
Biserica Sf Apostoli Petru și Pavel,lacase_cult,45.8738411,22.2147768
Biserica Sintești,lacase_cult,45.8747966,22.242554
Biserica de lemn din Margina,lacase_cult,45.8649369,22.2698874
Biserica de lemn din Nemeșești,lacase_cult,45.8902431,22.3159811
Biserica,lacase_cult,45.9032636,22.3697358
Biserica de lemn Rădulești,lacase_cult,45.8818968,22.6252999
Biserica Bujoru,lacase_cult,45.8749751,22.6149042
Biserica Leucușești,lacase_cult,45.8351676,22.003839
Biserica Ortodoxă Mănăștiur,lacase_cult,45.8317327,22.062751
Biserica,lacase_cult,45.8565726,22.5224613
Biserica Lăpugiu de Sus,lacase_cult,45.8446514,22.4811633
Biserica Răchita,lacase_cult,45.841906,22.1032149
Biserica Boia Bârzii,lacase_cult,45.8500847,22.6976555
Biserica Muncelu Mic,lacase_cult,45.8469347,22.7367138
Biserica Merișoru de Munte,lacase_cult,45.8165636,22.6678535
Biserica,lacase_cult,47.2352603,22.8245781
Biserica Ortodoxă 2,lacase_cult,47.2311885,22.8031397
Biserica Catolică Mănăștiur,lacase_cult,45.8352879,22.0636344
Biserica,lacase_cult,45.8785047,22.0616628
Biserica,lacase_cult,45.862552,22.0441589
Biserica,lacase_cult,45.8369015,21.9599371
Biserica,lacase_cult,45.8372265,21.9599562
Biserica,lacase_cult,45.8642786,21.9703417
Biserica,lacase_cult,45.8299981,21.9305779
Biserica Înălțarea Sfintei Cruci din Pătrăuți,lacase_cult,47.7294715,26.1929777
Biserica,lacase_cult,45.8155078,21.8847892
Biserica,lacase_cult,45.8147077,21.8566798
Biserica,lacase_cult,45.8158234,21.8255082
Biserica Greco-Catolică Petelea,lacase_cult,46.7286928,24.703988
Biserica de lemn Petelea,lacase_cult,46.7295827,24.7131611
Biserica Ortodoxă Petelea,lacase_cult,46.734216,24.7099274
Biserica Luterană Petelea,lacase_cult,46.7297168,24.7060642
Biserica Habic,lacase_cult,46.7075863,24.7905581
Biserica,lacase_cult,45.8088425,21.7889249
Biserica,lacase_cult,45.8010905,21.7283547
Biserica,lacase_cult,45.8008194,21.7272553
Biserica de lemn din Hezeriș,lacase_cult,45.727204,21.9250602
Biserica,lacase_cult,45.794251,22.0225072
Biserica Jupani,lacase_cult,45.7990945,22.0256373
Biserica Sudriaș,lacase_cult,45.7891922,22.028601
Biserica,lacase_cult,45.7201229,22.017134
Biserica Drinova,lacase_cult,45.6854034,22.0690819
Biserica Ortodoxă,lacase_cult,46.9501221,23.1829473
Biserica Jurești,lacase_cult,45.7053254,22.0684782
Biserica Sărăzani,lacase_cult,45.7375881,22.0617217
Biserica Bârna,lacase_cult,45.7202597,22.0584548
Biserica Botinești,lacase_cult,45.7386701,22.0900348
Biserica,lacase_cult,45.7850975,22.2695194
Biserica,lacase_cult,45.8370228,22.2802284
Biserica,lacase_cult,45.8133208,22.3134234
Biserica,lacase_cult,45.766303,22.3105421
Biserica Dătășeni,lacase_cult,46.4742013,24.1745728
Biserica Ortodoxă,lacase_cult,46.4740997,24.2266613
Biserica Greco Catolică,lacase_cult,46.4736528,24.2273747
Biserica,lacase_cult,46.6886677,24.6598077
Biserica,lacase_cult,46.6910024,24.6616876
Biserica Beica de Sus,lacase_cult,46.7382392,24.8224703
Biserica Beica de Jos,lacase_cult,46.7336687,24.7968277
Biserica Căcuciu,lacase_cult,46.7254676,24.8502715
Biserica Sânmihai de Pădure,lacase_cult,46.7276335,24.8733546
Biserica Comori,lacase_cult,46.7346251,24.8962097
Biserica Orșova,lacase_cult,46.7495382,24.9098453
Biserica Ortodoxă Urmeniș,lacase_cult,46.7700777,24.3646062
Ruinele Bisericii din Cinciș,lacase_cult,45.6786255,22.8304229
Biserica de Lemn din Vălari,lacase_cult,45.6839588,22.7324052
Biserica Sf Arhangheli,lacase_cult,46.9385857,24.5392566
Biserica Ocnița,lacase_cult,46.8625298,24.4832006
Biserica,lacase_cult,45.7988726,22.3852724
Biserica Horia,lacase_cult,46.9102357,26.9174761
Biserica,lacase_cult,45.7898322,22.1507758
Biserica,lacase_cult,45.8364983,22.3934128
"Biserica ""Sfântul Dumitru""",lacase_cult,45.1098345,25.5532958
Biserica,lacase_cult,46.5544123,21.5844293
Biserica,lacase_cult,46.5516009,21.5689482
Biserica Ortodoxă Orosfaia,lacase_cult,46.8502812,24.4213565
Biserica Reformată Orosfaia,lacase_cult,46.8508902,24.4274075
Biserica Comlod,lacase_cult,46.8586159,24.4386723
Biserica Greco-Catolică Milaș,lacase_cult,46.8212796,24.432445
Biserica și mănăstirea franciscană,lacase_cult,45.8423251,24.9774829
Biserica de lemn Cuvioasa Parascheva,lacase_cult,45.7894826,22.5843454
Biserica,lacase_cult,45.7336198,22.5641069
Biserica,lacase_cult,45.7560326,22.668241
Biserica Lelese,lacase_cult,45.732392,22.6999106
Biserica Bunila,lacase_cult,45.6987822,22.6690562
Biserica de lemn Alun,lacase_cult,45.706418,22.6872047
Biserica Metocul Alun,lacase_cult,45.7067982,22.6844072
Biserica Poienița Voinii,lacase_cult,45.6956504,22.7081291
Biserica Sohodol,lacase_cult,45.7266673,22.6680165
Biserica Adventistă de ziua a șaptea - Viile Noi,lacase_cult,44.1566813,28.6119113
Biserica Adventistă de ziua a șaptea,lacase_cult,45.6989468,25.4484123
Biserica Adventistă de ziua a șaptea,lacase_cult,45.7959255,25.1454465
Biserica Cerișor,lacase_cult,45.744696,22.7562106
Biserica Chergheș,lacase_cult,45.8425707,22.7913602
Biserica,lacase_cult,45.722828,22.762815
Biserica de lemn Socet,lacase_cult,45.7762296,22.6733604
Biserica Baptistă,lacase_cult,46.1122181,20.9326095
Biserica Sfântul Gheorghe,lacase_cult,46.109154,20.9336394
Biserica,lacase_cult,46.6657466,24.084407
Biserica Poiana Frății,lacase_cult,46.6701122,24.0883869
Biserica Sfinții Arhangheli,lacase_cult,47.231536,23.8716884
Biserica Greco Catolică,lacase_cult,47.2352019,23.8726759
Biserica de lemn din Gârbău Dejului,lacase_cult,47.2380048,23.9083087
Biserica Gârbău Dejului,lacase_cult,47.2372636,23.9074452
Biserica Penticostala Muntele Sionului Caseiu,lacase_cult,47.199318,23.8531144
Biserica Sfinții Apostoli,lacase_cult,47.1967336,23.8545546
Biserica Greco Catolică,lacase_cult,47.1981426,23.8572693
Biserica Leurda,lacase_cult,47.2637558,23.8924623
Biseerica Ortodoxă,lacase_cult,47.2952142,23.8760303
Biserica Greco Catolică,lacase_cult,47.2919524,23.870835
Biserica,lacase_cult,47.3290682,23.9270847
Biserica,lacase_cult,47.3297462,23.9264944
Biserica de Lemn din Strâmbu,lacase_cult,47.343602,23.9533378
Biserica Strâmbu,lacase_cult,47.3410938,23.9525467
Biserica Ortodoxă Sf Nicolae (fostă greco catolică),lacase_cult,47.3481481,23.8623053
Biserica Dealu Mare,lacase_cult,47.3572874,23.8135272
Biserica Guga,lacase_cult,47.2747949,23.8305091
Biserica Custura,lacase_cult,47.2656626,23.8411328
Biserica Ortodoxă,lacase_cult,47.2207694,23.8239247
Biserica din lemn,lacase_cult,47.2205872,23.8235198
Biserica Reformată,lacase_cult,47.1586332,23.8296324
Biserica Sfinții Apostoli Petru și Pavel,lacase_cult,47.1592787,23.8284036
Biserica Buzaș,lacase_cult,47.3071227,23.5787641
Biserica Cormeniș,lacase_cult,47.3523768,23.5145601
Biserica Boiereni,lacase_cult,47.3885068,23.9297401
Biserica,lacase_cult,47.4102577,23.8810073
Biserică,lacase_cult,44.0416278,24.5576819
Cetățuia,lacase_cult,45.1243244,24.3616917
Biserica Ortodoxă nr 1 Rohia,lacase_cult,47.4060276,23.8575951
Biserica Ortodoxă nr 2 Rohia,lacase_cult,47.4061691,23.854242
Capela Băbiciu,lacase_cult,44.0263942,24.5669724
Biserica Bolintin-Vale,lacase_cult,44.4462408,25.757683
Biserica,lacase_cult,47.3761955,24.0194022
Biserica,lacase_cult,45.071516,23.133636
Biserica de lemn,lacase_cult,47.4491054,23.9861708
Biserica Suciu de Jos,lacase_cult,47.4451911,23.9829199
Biserica ortodoxă Suciu de Sus,lacase_cult,47.4309267,24.0385077
Biserica Greco-Catolică Suciu de Sus,lacase_cult,47.431745,24.0397655
Biserica Eșelnița,lacase_cult,44.6986227,22.3619965
Biserica Groșii Tibleșului,lacase_cult,47.4874445,24.0617402
Biserica,lacase_cult,47.4996521,24.0676758
Biserica Greco-Catolică Lăpuș,lacase_cult,47.4917606,24.0078616
Biserica Greco-Catolică,lacase_cult,46.2004463,23.9455772
Biserica Ortodoxă Sfântul Dumitru,lacase_cult,47.4625435,27.0960778
Bisercă Creștin-Adventistă,lacase_cult,47.456789,27.1005551
Sanctuarul Marian - Basilica Minor,lacase_cult,47.6378731,25.8995206
"Biserica Creștină după Evanghelie ""Izbânda""",lacase_cult,44.4583133,26.0471726
Biserica Stupini,lacase_cult,46.876954,24.3783574
Biserica Sfinții Arhangheli,lacase_cult,45.0169088,24.7772204
Biserica Sfântul Nicolae,lacase_cult,45.0193704,24.7683849
Schitul Sinca Veche,lacase_cult,45.7539444,25.1677015
Biserica Pungești,lacase_cult,46.7044482,27.3379062
Biserica Doagele,lacase_cult,46.6725465,27.3283344
Biserica,lacase_cult,46.6905223,27.3186935
"Biserica Adventistă de Ziua a Șaptea Târgu Mureș - ""Omega""",lacase_cult,46.5320835,24.574427
Biserica,lacase_cult,46.5483391,24.5579727
Biserica,lacase_cult,46.5464864,24.5660069
Biserica,lacase_cult,46.5466159,24.566262
Biserica,lacase_cult,46.5467327,24.5665261
Biserica,lacase_cult,46.5467728,24.5666136
Biserica Creștină Emanuel,lacase_cult,45.4280237,28.038763
Biserica Ortodoxă,lacase_cult,45.9194799,23.5601021
Biserica Luterană,lacase_cult,45.9203158,23.5582511
Biserica Sfinții Arhangheli Mihail și Gavril Tărlungeni (1914),lacase_cult,45.6384347,25.7579426
Biserica Luterană Sfântul Ladislau Purcăreni (1600),lacase_cult,45.6479912,25.7868631
Biserica Sf Gheorghe,lacase_cult,44.850697,24.8633464
Biserica Valea lui Alb,lacase_cult,44.7076938,24.3129825
Biserica Sfântul Nicolae,lacase_cult,44.7065814,24.2540915
Biserica,lacase_cult,44.6160338,25.5020626
Biserica Mărunțișu,lacase_cult,44.6199324,25.4983343
Biserica,lacase_cult,44.6649954,25.3353238
Biserica Pătroaia-Deal,lacase_cult,44.7094536,25.2325093
Biserica Rătești,lacase_cult,44.7381806,25.1466625
Biserica Ortodoxă Adormirea Maicii Domnului,lacase_cult,44.8043008,25.0949281
Biserica,lacase_cult,44.7445741,25.2549356
Biserica Sfinții Împărați Constantin și Elena,lacase_cult,44.7875305,25.1530084
Biserica Sfântul Gheorghe,lacase_cult,44.793519,25.1218519
Biserica,lacase_cult,44.8752588,24.9595086
Biserică,lacase_cult,44.8601498,24.9457006
Biserica,lacase_cult,46.0652286,20.9585048
Biserica,lacase_cult,46.0666278,20.9577857
Biserica,lacase_cult,46.0662856,20.9574638
Biserică,lacase_cult,45.7812828,23.1800945
Biserica,lacase_cult,45.7758307,23.1432361
Biserica Pitoi,lacase_cult,44.8754983,25.0883011
Biserica Priboieni,lacase_cult,44.8757226,25.0822333
Biserica Orăștioara de Jos,lacase_cult,45.7614041,23.1834668
Biserica Beriu,lacase_cult,45.7912914,23.1913318
Biserica Sf Mihail și Gavril,lacase_cult,45.2247184,24.5583749
Biserica Sfinții Apostoli,lacase_cult,46.8965073,25.4463666
Biserica Ortodoxă Fânațe,lacase_cult,46.504874,22.5377893
Biserica Bucium,lacase_cult,45.7421082,23.18119
Biserica Catanele,lacase_cult,44.7977943,25.0052079
Biserica,lacase_cult,44.7350869,24.9018877
Biserica Ortodoxă Valea Nicovani,lacase_cult,44.9622219,26.1897704
Biserica Strezeni,lacase_cult,45.1483404,26.4815362
Biserica Fortificată,lacase_cult,46.0473716,26.1377926
Biserica,lacase_cult,45.8855451,22.0053665
Biserica,lacase_cult,44.7336751,25.5706365
Biserica Ortodoxă Avrig,lacase_cult,45.7266686,24.3742741
Biserica,lacase_cult,44.908597,26.3501185
Biserica,lacase_cult,44.5391234,27.0914437
biserica,lacase_cult,43.9554811,26.0157883
biserica,lacase_cult,43.9696319,26.0352875
biserica,lacase_cult,43.9942749,26.1237915
biserica,lacase_cult,44.100957,25.8580313
Biserica,lacase_cult,44.1432663,25.8402189
Biserica,lacase_cult,44.151455,25.8830689
Capela cimitirului,lacase_cult,44.1675661,26.1474202
biserica,lacase_cult,44.1702325,26.3239988
biserica,lacase_cult,44.1720517,25.9428083
biserica,lacase_cult,44.1760705,26.3702457
biserica,lacase_cult,44.1777165,26.0555016
biserica,lacase_cult,44.1818072,26.6375993
biserica,lacase_cult,44.1828886,26.3976071
biserica,lacase_cult,44.1885876,26.1111086
biserica,lacase_cult,44.2371501,26.2465574
Biserică,lacase_cult,44.4018837,25.3408642
Biserica,lacase_cult,44.5519949,25.1884933
Biserica Făgetu,lacase_cult,45.8183391,26.6943253
Biserica Satu Nou,lacase_cult,45.889484,27.0957302
Biserica Ortodoxă,lacase_cult,45.9742222,23.7760602
Biserica greco-catolică,lacase_cult,45.9742055,23.7756726
Biserică,lacase_cult,44.7527933,25.4991236
Biserica Ortodoxă,lacase_cult,45.6080777,25.6738562
Capela Mortuală,lacase_cult,45.609635,25.6671775
Biserica Reformată,lacase_cult,46.3651055,23.9763893
Biserica Catolică Bonțida,lacase_cult,46.9112652,23.8143694
Biserică,lacase_cult,44.1984484,25.6981222
Biserică,lacase_cult,44.9661411,26.1309076
Biserică Ortodoxă fostă Evanghelică C.A,lacase_cult,46.9699529,24.4332185
Biserică,lacase_cult,45.1487972,24.0597918
Biserică,lacase_cult,45.0995492,24.1196903
Biserică,lacase_cult,45.1462443,23.8688907
Biserică,lacase_cult,44.6252266,25.745944
Biserica Sfântul Calinic Cernicanul,lacase_cult,44.3094596,23.820896
Biserica Adventistă Prejmer,lacase_cult,45.7248768,25.7735727
Biserica „Adormirea Maicii Domnului”,lacase_cult,45.0035168,25.7848114
Biserică,lacase_cult,45.1269651,24.1636197
Biserică,lacase_cult,44.9020927,26.1562766
Mânăstirea Mălaia,lacase_cult,45.3821615,24.0181416
Biserica Văratica,lacase_cult,45.3376647,24.2777751
Biserica Sf Nicolae,lacase_cult,47.2086068,26.3546877
Biserică,lacase_cult,44.6015042,24.5405208
Biserică,lacase_cult,44.4920283,24.6100831
Biserică Greco Catolică Nicula,lacase_cult,47.0086811,23.9398562
Biserică Ortodoxă Nicula,lacase_cult,47.0067797,23.9427429
Biserica Ucea de Jos,lacase_cult,45.7845203,24.6687774
Biserica Viștea de Jos,lacase_cult,45.7941076,24.723457
Biserica Ortodoxă,lacase_cult,45.7771077,24.6230866
Biserica Marpod,lacase_cult,45.8711021,24.4944085
Biserică,lacase_cult,44.9852877,25.2804878
Biserică,lacase_cult,45.186728,25.1775825
Biserica Rucăr nr 1,lacase_cult,45.3933875,25.1650431
Biserică,lacase_cult,45.0224546,23.520121
Biserică,lacase_cult,45.0918527,23.5874712
Biserică,lacase_cult,45.1245717,23.6727011
Biserică,lacase_cult,46.5665763,27.8740982
Biserică,lacase_cult,46.6807432,27.5391834
Biserică,lacase_cult,44.7888098,25.883093
Biserică,lacase_cult,45.1376929,24.0363915
Biserică,lacase_cult,45.1161044,24.0527744
Biserică,lacase_cult,45.1192771,24.0014871
Biserica Nouă Drăgoeni,lacase_cult,45.0455996,23.3435358
Biserica Veche Drăgoeni,lacase_cult,45.0459085,23.3435733
Biserică,lacase_cult,44.4829585,25.7960964
Biserică,lacase_cult,45.0380638,23.4115557
Biserică,lacase_cult,44.9852599,23.3742041
Biserica,lacase_cult,45.1568166,23.6486368
Biserică,lacase_cult,45.1713324,23.9876906
Biserica Bălănești,lacase_cult,45.1595091,23.9952758
Biserică,lacase_cult,45.0982022,24.4560704
Biserică,lacase_cult,45.1220156,24.5006541
Biserica,lacase_cult,44.555188,23.5216641
Biserică,lacase_cult,44.552235,23.5236195
Biserica Răcarii de Sus,lacase_cult,44.5341704,23.5514905
Biserică,lacase_cult,44.9062431,24.5684689
Biserică,lacase_cult,44.8401865,24.594894
Biserică,lacase_cult,44.7886641,24.5434493
Biserică,lacase_cult,44.877015,24.4999046
Biserică,lacase_cult,44.8835415,24.4899321
Biserica,lacase_cult,46.1352945,24.5213936
Biserică,lacase_cult,44.8856788,24.3464953
Biserică,lacase_cult,44.87002,24.7067626
Biserică,lacase_cult,44.5359815,23.464032
Biserică,lacase_cult,44.6927158,23.2784048
Biserică,lacase_cult,44.6487062,23.1635374
Biserică,lacase_cult,44.7117235,23.3636448
Mânăstirea Dealu Mare,lacase_cult,44.719751,23.3132649
Biserică,lacase_cult,44.981154,25.5553173
Biserică,lacase_cult,44.1516708,25.4936113
Biserică,lacase_cult,44.9568748,24.1601081
Biserică,lacase_cult,44.3681975,24.641519
Biserică,lacase_cult,45.0378206,23.9333702
Biserică,lacase_cult,44.9140036,24.0156067
Biserică,lacase_cult,44.9234583,24.0115512
Biserica ortodoxă din satul Vețelu,lacase_cult,44.9727844,23.9812798
Biserică,lacase_cult,45.1138993,25.2235165
Biserică,lacase_cult,45.1267913,25.46857
Biserica,lacase_cult,44.1404865,26.3502461
Biserica Ortodoxa Sf. Mihail si Gavriil,lacase_cult,46.4062741,24.1674255
reformatus templom,lacase_cult,46.404578,24.1650314
Biserica Sf. Gheorghe,lacase_cult,47.3392686,25.3796955
Biserică,lacase_cult,47.3575903,25.4409167
Biserica Sf Nicolae,lacase_cult,47.2260653,26.1998499
